Wavenumber,Weighted_Sum
403.788,0.0530991514833767
408.15,0.05473578316580596
412.511,0.0538052008714994
416.867,0.05464533097873234
421.217,0.05731211991977412
425.563,0.0620070308896751
429.907,0.06789240628607758
434.245,0.0715537917229815
438.581,0.07218642277230708
442.91,0.06744625565444819
447.238,0.06192496832553192
451.561,0.05717102663460734
455.88,0.055618535124422955
460.194,0.054950525153555925
464.505,0.05447657299301803
468.812,0.05581502603742636
473.113,0.05582818138364835
477.412,0.057082535806768475
481.707,0.05888785223464803
485.998,0.06153024805121392
490.282,0.06413761675021816
494.565,0.06695635352476541
498.844,0.06747340670013091
503.116,0.06605605008287965
507.389,0.06608799360410042
511.654,0.0666424883423467
515.916,0.07029219870819835
520.173,0.07381098662646621
524.427,0.07812380981556911
528.678,0.08254552501885641
532.922,0.08658173689941512
537.162,0.0899687563504742
541.399,0.08980141850106377
545.633,0.0840769851967935
549.864,0.08237691190408376
554.088,0.0777289189079771
558.309,0.07527059304393505
562.527,0.07233075332218096
566.742,0.06845238428983814
570.948,0.06579291126269632
575.155,0.06403740814383842
579.356,0.05868613379707405
583.552,0.05793641053750567
587.743,0.05740872013829682
591.934,0.05659568340145812
596.118,0.05238481788977955
600.297,0.04827102771872891
604.474,0.04517778447686599
608.647,0.04112085201097121
612.814,0.03934535573325256
616.979,0.034066725757897064
621.138,0.033040654169238744
625.296,0.02916878105028702
629.447,0.02437989452906341
633.594,0.02165888278785972
637.738,0.021923133035690014
641.88,0.021364330737493876
646.013,0.019636925548048103
650.145,0.018355373246463965
654.275,0.01683898456274119
658.397,0.015776531717613146
662.515,0.015478030920742375
666.634,0.015793712942664795
670.742,0.013196988010695045
674.851,0.012931433389005846
678.953,0.011360323820369196
683.052,0.009714591429545916
687.147,0.009793697362354685
691.238,0.010116122472614154
695.326,0.011189213213405404
699.407,0.011464886329226712
703.487,0.010302612461203703
707.561,0.009574422791723724
711.633,0.0071568519602177695
715.699,0.005650111770580694
719.761,0.0038249320878379215
723.819,0.0029281790841051377
727.874,0.002586563386627848
731.921,0.003065040067002808
735.97,0.0037788339332012213
740.011,0.004359308106933079
744.049,0.004066018166347903
748.082,0.004653896029089402
752.112,0.004649881690470824
756.138,0.003697782700186868
760.159,0.003876656421563056
764.175,0.0046977539729973535
768.19,0.004866944599292844
772.199,0.004184694618959558
776.204,0.0033215781566587835
780.204,0.004257789884374346
784.202,0.003530675966958721
788.196,0.003243552744822091
792.184,0.0034875595204237417
796.168,0.004598747621202347
800.151,0.006530740871316311
804.126,0.007888695521774848
808.098,0.007857727313924475
812.067,0.008696020760385824
816.031,0.009871181931234341
819.991,0.009955158939254454
823.95,0.009197771416355291
827.902,0.009513100163534313
831.85,0.013560991165337554
835.793,0.024191736913418665
839.735,0.03507394651862319
843.669,0.02664234514790156
847.601,0.016975098960962078
851.528,0.022630877356387354
855.452,0.03261624167906409
859.372,0.0236984457982576
863.287,0.012366463761464401
867.197,0.011622849326882184
871.106,0.010932507688151696
875.008,0.009016685364564719
878.909,0.00796640104484602
882.803,0.007074806851950981
886.692,0.007274876379937251
890.58,0.007555930608430393
894.465,0.010165660479535751
898.342,0.014988794831954047
902.217,0.023893778390494724
906.086,0.035146755725931234
909.952,0.04136775418076858
913.815,0.03866165551026672
917.673,0.03030737764410407
921.529,0.021906925947973506
925.378,0.018401443638132543
929.226,0.015551423691060733
933.066,0.014367228463970688
936.903,0.014212369734584014
940.736,0.014001469297913988
944.568,0.014283479954458899
948.394,0.014623656776028936
952.216,0.014857766209524488
956.031,0.015116602318975951
959.847,0.016090906561366178
963.655,0.01769644267652719
967.459,0.021287230255638608
971.262,0.02590378526421013
975.059,0.03234063717039922
978.85,0.0388621934391096
982.64,0.03954428155159774
986.425,0.035258476391661554
990.206,0.028905412536256715
993.982,0.01929571038545281
997.756,0.05703432969791106
1001.52,0.0539645391966898
1005.29,0.013599653325756859
1009.05,0.017987650360955166
1012.8,0.02107126007955072
1016.56,0.020320600056036205
1020.3,0.020564502721660053
1024.05,0.019615038087614015
1027.79,0.019307084528068653
1031.52,0.02121663066044914
1035.26,0.025003422708992206
1038.98,0.02893567514871135
1042.71,0.032881065654667786
1046.43,0.037931172715849414
1050.14,0.03954268037919079
1053.85,0.04076034947258709
1057.56,0.04319530835952288
1061.26,0.045335292895410266
1064.96,0.05044454522488276
1068.66,0.05781251894003962
1072.35,0.06441215802734908
1076.04,0.06815828649895997
1079.72,0.06889015050656197
1083.4,0.06776984391965861
1087.07,0.06551744970307428
1090.74,0.06565077180510857
1094.41,0.06578423177614855
1098.07,0.0687048407822779
1101.73,0.06904987915394216
1105.38,0.06872791922532251
1109.03,0.06632666032478476
1112.68,0.06427881125388933
1116.32,0.06059116801269591
1119.96,0.058239171485646626
1123.59,0.05662243288768333
1127.23,0.055584754235027296
1130.85,0.05409639080270494
1134.47,0.046582730909607364
1138.09,0.04018980830434772
1141.7,0.03586196086296944
1145.31,0.03259991041621856
1148.92,0.028719025277864244
1152.52,0.02309785865079862
1156.12,0.020531308759838683
1159.71,0.016906455234455685
1163.3,0.013965620993396745
1166.88,0.011461453698923542
1170.46,0.010088865303805488
1174.04,0.008487414937551166
1177.61,0.006295255527874584
1181.18,0.0074424766244246335
1184.75,0.007746769656553295
1188.31,0.0076868878413137234
1191.86,0.008835305937677418
1195.42,0.009572719792157677
1198.97,0.008137047527475922
1202.51,0.006216083847624681
1206.05,0.004748336082047849
1209.59,0.004311731573385369
1213.12,0.003530824319713298
1216.65,0.0040141847833317324
1220.17,0.00490905701849803
1223.69,0.009469152287066617
1227.21,0.01750466735486669
1230.72,0.016340619889098122
1234.23,0.016351705012191395
1237.73,0.011945563519884834
1241.23,0.008416352579898853
1244.72,0.00786770643585451
1248.22,0.006382124976727557
1251.7,0.006464885494825775
1255.19,0.006185818334789348
1258.66,0.005975712261088203
1262.14,0.006517901115441338
1265.61,0.009471822790657511
1269.08,0.017645874083243914
1272.54,0.028523108798947483
1276.0,0.03223022864717007
1279.46,0.025309461467071765
1282.91,0.019217253102331702
1286.35,0.018538826598353243
1289.8,0.016507514987613797
1293.24,0.014927614035971981
1296.67,0.014040842325996132
1300.1,0.01290041381742419
1303.53,0.011198926624771713
1306.95,0.008813889680342302
1310.37,0.00634353274106387
1313.78,0.005276083664082067
1317.19,0.004984770804000844
1320.6,0.008484132319779233
1324.0,0.012314530627993795
1327.4,0.016472649306565088
1330.79,0.02001607655606283
1334.18,0.022522530368664778
1337.57,0.024131645518926836
1340.95,0.02539943775553352
1344.33,0.026490223990795824
1347.7,0.027695332543071334
1351.07,0.027835818015627588
1354.44,0.027194529974806696
1357.8,0.0259380517080163
1361.16,0.02575999004878998
1364.51,0.025996724962684094
1365.83,0.026034717987003155
1369.47,0.025743451372958418
1373.1,0.025397236633767868
1376.73,0.02442861891929053
1380.36,0.022470447045933727
1383.99,0.021615824782600775
1387.61,0.019972600741814634
1391.23,0.015993027866114146
1394.84,0.013495744087575576
1398.46,0.011525373489426931
1402.07,0.009682978151561644
1405.67,0.008395701180634893
1409.27,0.006430032478847585
1412.87,0.005527914361094579
1416.46,0.004402393817083291
1420.05,0.003745381666591349
1423.64,0.003989596181090452
1427.22,0.005509521463814353
1430.8,0.008398600248314842
1434.38,0.009297873911315964
1437.95,0.01034532251952438
1441.52,0.012739602598650202
1445.08,0.014470668100681663
1448.65,0.015520837906571602
1452.2,0.015620950477635004
1455.76,0.01394203530487409
1459.31,0.008628749969898564
1462.86,0.009393625510004186
1466.4,0.021409833932975075
1469.94,0.023038021853585083
1473.48,0.030384775251260286
1477.01,0.034746743692937475
1480.54,0.035824303869144314
1484.07,0.03357724158303331
1487.59,0.013215307554089617
1491.11,0.00562892626570952
1494.63,0.003968593995638783
1498.14,0.002882654032819748
1501.65,0.002747501693626804
1505.15,0.0024345381655549426
1508.65,0.0024786606529259574
1512.15,0.002355539883023279
1515.65,0.0023177902829145695
1519.14,0.002638714792575212
1522.62,0.002621522594382634
1526.11,0.0025825589715522262
1529.59,0.002691882407856281
1533.07,0.0031101854363218247
1536.54,0.002859391549945565
1540.01,0.002775723943608601
1543.47,0.002973894491971943
1546.94,0.0027694426710516075
1550.39,0.0028575660145140577
1553.85,0.002659972442934869
1557.3,0.0026697206592361826
1560.75,0.002639545533644025
1564.2,0.0025351546035966743
1567.64,0.002723620676557457
1571.07,0.002369512208476315
1574.51,0.0028803502741406896
1577.94,0.0031243608636722965
1581.37,0.004796465996123333
1584.79,0.003664826776447249
1588.21,0.002537975082980459
1591.62,0.0027465774143510483
1595.04,0.004058640609988832
1598.45,0.009798421606776206
1601.85,0.013649641981883589
1605.25,0.007792070302222854
1608.65,0.002799995718847728
1612.05,0.001926459020469565
1615.44,0.0019349588470377551
1618.83,0.0022411817231916993
1622.21,0.0024663179102614647
1625.59,0.0025352334385877035
1628.97,0.0031090322040965676
1632.34,0.0032353386246171036
1635.71,0.0021716599368828277
1639.07,0.0018785862101977544
1642.44,0.002457977865883479
1645.8,0.0033179230628215435
1649.15,0.0033182886089999386
1652.51,0.0030766396348099172
1655.85,0.0036200534775699894
1659.2,0.0030605714958438163
1662.54,0.0036374796765421447
1665.88,0.003324104895202457
1669.21,0.003088358242910904
1672.54,0.003126380565316421
1675.87,0.0035636658113893526
1679.19,0.0022920679811984906
1682.51,0.0015777208780919684
1685.83,0.00215766353128783
1689.14,0.0011536450289836876
1692.45,0.001123562828952795
1695.75,0.0012097013034094019
1699.06,0.0013997863192537457
1702.35,0.002065943089237337
1705.65,0.002857430116128914
1708.94,0.0040470890113044715
1712.23,0.005406031487731456
1715.51,0.007119731063348515
1718.79,0.00906372423838147
1722.07,0.0110120623655464
1725.34,0.013506876293795739
1728.61,0.015541354434409713
1731.88,0.01610132023669784
1735.14,0.015815482098244685
1738.4,0.014725024280140966
1741.65,0.011622875207800247
1744.91,0.009100893911269227
1748.15,0.0060544085705461865
1751.4,0.004280992168261637
1754.64,0.0028467321074981825
1757.88,0.001920342022702905
1761.11,0.0020282921394412156
1764.34,0.0010544053499733214
1767.57,0.0008475785811057606
1770.79,0.0008950822683399731
1774.01,0.0008419014285115164
1777.23,0.0013273594674677654
1780.44,0.0008806823548384554
1783.65,0.000733810347808286
1786.85,0.00041817477035418257
1790.05,0.0004203075457252513
1793.25,0.00038628361042537015
1796.45,0.00026639483748625806
1799.64,0.00013871004197935218
1802.83,0.00026070694894714675
1806.01,0.00042170673225171607
1809.19,0.0002077033893873304
1812.37,0.0003720764128573909
1815.54,0.0009156391771954269
1818.71,0.0005743833820419681
1821.87,0.00029485324185039814
1825.04,0.00042188963267612286
1828.19,0.0002199678985901246
1831.35,0.0012308065970336192
1834.5,0.0004962757609973631
1837.65,0.00023504183866037304
1840.79,0.0006303242978057078
1843.93,0.0002474597056464935
1847.07,0.0004925463617090274
1850.21,0.0003993199026900521
1853.33,0.00037060739884364096
1856.46,0.00047213583089483546
1859.58,0.00046057632679658104
1862.7,0.0007436486461413627
1865.82,0.0004174559898378118
1868.93,0.000811245719217152
1872.04,0.00029882566473249633
1875.14,0.00016079470694185655
1878.24,0.000548292970254759
1881.34,0.0006956501226337157
1884.44,0.0003701394655338628
1887.53,0.0007054903092617815
1890.61,0.0003718672736338934
1893.7,0.0003790056496589228
1896.78,0.0008770095395668918
1899.85,0.00034817939276996694
1902.92,0.0006611605206382382
1905.99,0.00039698329458664816
1909.06,0.00046530822054030764
1912.12,0.0004958953307927622
1915.18,0.0007635025827957269
1918.23,0.0003823950591355255
1921.29,0.00034799628474293994
1924.33,0.00013044665872149398
1927.38,0.000487800578304909
1930.42,0.00033427400897981566
1933.45,0.0003701799406761172
1936.49,0.00036276525478186127
1939.52,0.00020453640506055339
1942.54,0.00030504594203458694
1945.56,0.00012200467144079248
1948.58,0.00042566433762601414
1951.6,0.0006022217389431864
1954.61,0.0002672012902317189
1957.62,0.00034356294391029867
1960.62,0.0004773642943393498
1963.62,0.0003394079021447124
1966.62,0.00014967191600284824
1969.61,0.0006000920649185406
1972.6,0.00042952411131127685
1975.59,0.0005043037224169337
1978.57,0.000559632921157879
1981.55,0.000940174373414244
1984.53,0.0005460877799810818
1987.5,0.00048264623985809084
1990.47,0.00041764382140265606
1993.43,0.0005837686127521328
1996.4,0.00017289591543539565
1999.35,0.0003633929111321298
2002.31,0.00016081927362328444
2005.26,0.0
2008.21,0.00014509606785391055
2011.15,0.00046164219013183726
2014.09,0.0004875562714623435
2017.02,0.0005510750944354333
2019.96,0.0003334218359096549
2022.89,0.00019386099569975978
2025.81,0.0004321071457501708
2028.73,0.00034244054264069215
2031.65,0.0003894945167096717
2034.57,0.0004490358521509995
2037.48,0.00043229959147905435
2040.39,0.00017224408592215595
2043.29,0.0003666781419483507
2046.19,0.00035649505388233904
2049.09,0.00046916303365811333
2051.98,0.00023998878497445366
2054.87,0.00037855013376118405
2057.76,0.0002551940755435716
2060.64,0.0005630705310053398
2063.52,0.0004717731713297444
2066.39,0.00041777949416948746
2069.27,0.0005539728116799116
2072.13,0.0005598541243873933
2075.0,0.0006556978502054723
2077.86,0.0007341222071987644
2080.71,0.0011471168143968682
2083.57,0.0009229395597835561
2086.42,0.0006174387852254477
2089.27,0.0008719745626935217
2092.11,0.0010588916661637977
2094.95,0.0009063455005965927
2097.79,0.0008757013171292575
2098.91,0.0008356774271835523
2102.04,0.0011631142203546224
2105.15,0.0005670557942683476
2108.27,0.0016819749085568918
2111.38,0.0005782414669977673
2114.49,0.0005292334774359162
2117.6,0.0011108686454108525
2120.7,0.0007101749040451819
2123.8,0.0006360592111551415
2126.9,0.0008948550653494177
2129.99,0.0010733219690927122
2133.08,0.0007468312156008398
2136.17,0.0009568754685867136
2139.25,0.0007158585080805524
2142.33,0.0008274702723652345
2145.41,0.0008677664466406308
2148.49,0.0007787221619068503
2151.56,0.001003845700048671
2154.63,0.0010284747924293764
2157.69,0.0006460119437354454
2160.75,0.0009738949628204599
2163.81,0.0008367285002779979
2166.87,0.00089472599283959
2169.92,0.001269356435689802
2172.97,0.0012208099843986112
2176.02,0.0009625585018271876
2179.06,0.0015819729277403523
2182.1,0.0013456869075764042
2185.14,0.001166505424885193
2188.17,0.0012252425707023125
2191.2,0.00148406526726571
2194.23,0.0015323608669360685
2197.26,0.001742118741707093
2200.28,0.0012403826631122666
2203.3,0.0015315406049310693
2206.31,0.0014769835416404591
2209.32,0.0015350585761083814
2212.33,0.0015284261965116802
2215.34,0.0014299048537835357
2218.34,0.0016263792154667203
2221.34,0.0014468255072790945
2224.34,0.0018491512608535387
2227.33,0.0020759701822727463
2230.32,0.0018945543078632602
2233.3,0.002199777971313726
2236.29,0.0027495405269189603
2239.27,0.002793427464804596
2242.24,0.0019653706050297886
2245.22,0.0021975483088228103
2248.19,0.0017786637229732615
2251.16,0.0017874525470892983
2254.12,0.0016209714548129502
2257.08,0.002224256715250249
2260.04,0.0019038019610952105
2263.0,0.0020530413729328545
2265.95,0.0018387110824431762
2268.9,0.0018516296076604112
2271.84,0.0022545768387197134
2274.78,0.002135384034250024
2277.72,0.0020838022384268057
2280.66,0.0022831451704445308
2283.59,0.0017485113797385387
2286.52,0.0017441403964783375
2289.45,0.0017056957137169902
2292.37,0.0019008950028141
2295.29,0.0015868706039496314
2298.21,0.0018236195835776435
2301.12,0.0019353341275322046
2304.03,0.001388596956210505
2306.94,0.0012073069729903658
2309.85,0.0012424847080504933
2312.75,0.001438155004193473
2315.64,0.0011373023892436143
2318.54,0.0012658032917232326
2321.43,0.0008153040688556187
2324.32,0.0012292474931705644
2327.2,0.0016459029647882305
2330.09,0.0011643642548704854
2332.96,0.0010693896367616222
2335.84,0.0008858828605307777
2338.71,0.0007193641377908464
2341.58,0.0009981478553170394
2344.45,0.0015282852990023525
2347.31,0.0013690204976010392
2350.17,0.002312786627775113
2353.03,0.0027125226125319256
2355.88,0.003327820421167299
2358.73,0.003470391339775307
2361.58,0.004074830541454424
2364.42,0.004258691922486689
2367.26,0.004775592477055276
2370.1,0.005433085160474171
2372.94,0.005475085352362421
2375.77,0.006401934004060712
2378.59,0.006364194135859653
2381.42,0.00639120153344137
2384.24,0.007052305564262506
2387.06,0.006292118135288069
2389.87,0.006644913836978616
2392.69,0.0068443784944351915
2395.5,0.00701942700940326
2398.3,0.006432078461388695
2401.1,0.00651281830621885
2403.9,0.0071117069976931995
2406.7,0.007498272092571278
2409.49,0.007673265674748704
2412.28,0.007408154609002229
2415.07,0.007891234825210654
2417.85,0.007901161755449282
2420.63,0.008417048676490417
2423.41,0.007324556740881703
2426.18,0.008092771273934042
2428.95,0.0078146885191447
2431.72,0.007718843233833642
2434.48,0.007227526235683244
2437.24,0.006788131294387389
2440.0,0.00650698982627518
2442.76,0.006464436093635555
2445.51,0.006317292263656759
2448.26,0.00620434061947828
2451.0,0.006100073586235095
2453.74,0.005216596907755457
2456.48,0.005418348022521805
2459.22,0.0050152712648722595
2461.95,0.005107364610200424
2464.68,0.004173195794338591
2467.4,0.004344621602338285
2470.13,0.004497376228667284
2472.85,0.004246035740076309
2475.56,0.004161644144391426
2478.27,0.0037397910298223127
2480.98,0.0040040422384864695
2483.69,0.0038806269910274956
2486.39,0.003825967703629358
2489.09,0.0033386153132794394
2491.79,0.0033787497666715877
2494.49,0.0035000874511169735
2497.18,0.002585189445700114
2499.86,0.0031355195615050996
2502.55,0.0030791729385983902
2505.23,0.0027782209086499106
2507.91,0.003027072704922043
2510.58,0.002351458042007324
2513.25,0.0024069734261620806
2515.92,0.0026968509262362554
2518.58,0.0031370478301075565
2521.25,0.00237164066612512
2523.9,0.0027305738424714377
2526.56,0.0021998616343329347
2529.21,0.0023277395728356558
2531.86,0.00263797144523848
2534.51,0.0024835600634816285
2537.15,0.002820900551324849
2539.79,0.003000537733291535
2542.42,0.0020673353057621643
2545.06,0.0023011853425800085
2547.69,0.001901412569671307
2550.31,0.0024365617993966577
2552.94,0.0024981555474670155
2555.55,0.0022124156121723164
2558.17,0.00250685742679509
2560.79,0.0026336933069160988
2563.4,0.0029319692237279836
2566.0,0.0027333166018560706
2568.61,0.003328060503765866
2571.21,0.0027729758876847573
2573.81,0.002479806466148712
2576.4,0.002707326022385197
2578.99,0.001696861773619081
2581.58,0.0013597147456140628
2584.16,0.001815644059774754
2586.74,0.0020519967083828597
2589.32,0.0020503781629315695
2591.9,0.0019523876805222196
2594.47,0.0018395431284886894
2597.04,0.0020326198379178448
2599.6,0.0018170045832846887
2602.17,0.0018007048220300293
2604.72,0.0022538372577861824
2607.28,0.0018817034676995434
2609.83,0.0020953229022395515
2612.38,0.001834878402521238
2614.93,0.0017704190567019572
2617.47,0.001215370954076722
2620.01,0.001394043464976125
2622.55,0.0012699138145903454
2625.08,0.001377602292290106
2627.61,0.0015497752036265373
2630.14,0.0015744269429946501
2632.66,0.0010657195694667608
2635.18,0.0009403146387960823
2637.7,0.0009992185563993644
2640.21,0.0012856637752147728
2642.72,0.001506460437782592
2645.23,0.001743036990579952
2647.73,0.0021048427593306435
2650.23,0.0022745025555151576
2652.73,0.0018886495983408945
2655.23,0.002309942408399499
2657.72,0.0019961768882361458
2660.21,0.002055418561284971
2662.69,0.0017813948485767292
2665.17,0.0016619697890521297
2667.65,0.001488874888494456
2670.13,0.0013290208822084293
2672.6,0.0019825183574933526
2675.07,0.0031326032231776555
2677.53,0.005455638902558643
2680.0,0.009911378190006731
2682.46,0.013104393119234064
2684.91,0.011748644064996195
2687.36,0.01059077924355282
2689.81,0.010541657094770347
2692.26,0.010924940028452328
2694.7,0.01008286112357212
2697.14,0.00931061040812101
2699.58,0.00877344655324651
2702.01,0.008523293686123413
2704.44,0.008828998594678275
2706.87,0.008735906933427585
2709.3,0.008896071221175467
2711.72,0.009094608437416916
2714.13,0.0090368785620884
2716.55,0.008895258829958478
2718.96,0.00851254214655145
2721.37,0.008627018112703366
2723.77,0.008418765729849427
2724.03,0.008430647948864962
2726.72,0.008097352884292126
2729.41,0.007861055833429973
2732.09,0.00810053339366023
2734.78,0.008327669033647397
2737.46,0.008025319193974407
2740.13,0.008276216304945374
2742.81,0.007771583681268731
2745.48,0.008381743427757807
2748.15,0.011249797715174452
2750.81,0.012178395927858429
2753.48,0.011011914721010381
2756.14,0.009981573342385116
2758.79,0.009271549437212801
2761.45,0.00851287059849377
2764.1,0.009277561276495875
2766.75,0.010853384199623898
2769.39,0.013241446885709303
2772.04,0.015822284863964954
2774.68,0.021162722257093862
2777.32,0.030749630984814327
2779.95,0.038308562045091366
2782.58,0.03750468133318316
2785.21,0.03514424221313353
2787.83,0.03498830741859086
2790.46,0.03696813424126982
2793.08,0.03986263599680429
2795.7,0.043349491756081125
2798.31,0.04692143693558074
2800.92,0.04936955053724179
2803.53,0.053437540504531256
2806.14,0.0575717617664889
2808.74,0.06126604048325141
2811.34,0.06678540888689877
2813.94,0.07031859646065551
2816.54,0.07413888873978605
2819.13,0.07836420208315185
2821.72,0.08258043271586801
2824.3,0.08688747589180817
2826.89,0.09138327840416566
2829.47,0.09354065580334286
2832.04,0.09416022935968563
2834.62,0.09448182065898203
2837.19,0.09290705918799023
2839.76,0.09179914335808702
2842.33,0.0895227561908317
2844.89,0.08670354082153782
2847.45,0.08344639812426685
2850.01,0.0790016973108461
2852.56,0.07556920247884327
2855.12,0.07288790614778613
2857.66,0.0693190598981364
2860.21,0.06466969038447344
2862.75,0.05926830722936646
2865.29,0.053314781058874855
2867.83,0.04720213197420624
2870.37,0.04846365721846456
2872.9,0.05084228792948766
2875.43,0.05127453514380724
2877.96,0.05600213730039148
2880.48,0.07269788431854599
2883.0,0.08998599232292596
2885.52,0.10024481485607133
2888.03,0.10384690309322991
2890.54,0.10092694720517627
2893.05,0.09377725124405403
2895.56,0.08744359505606945
2898.06,0.08314364032388728
2900.56,0.08109180232549362
2903.06,0.07823411772952088
2905.55,0.07299928752705714
2908.05,0.06528463680791434
2910.54,0.054220555861358787
2913.02,0.04006168479550277
2915.51,0.033198654672216346
2917.99,0.035354761634555774
2920.47,0.04164994133227855
2922.94,0.04768425232216256
2925.41,0.05055958702096565
2927.88,0.05429492651228476
2930.35,0.05909541763023414
2932.81,0.0645449766968654
2935.27,0.07135035884305777
2937.73,0.07606418008115588
2940.18,0.07580385528286739
2942.63,0.06699757850081386
2945.08,0.0549104363045454
2947.53,0.04270637624584412
2949.97,0.04780008928039093
2952.41,0.05422730569134956
2954.85,0.05763107063050872
2957.28,0.057883390985315655
2959.71,0.05485733954726558
2962.14,0.04978884537751673
2964.57,0.04475134034908932
2966.99,0.040179629833477185
2969.41,0.03661452033249973
2971.83,0.03442330707747208
2974.24,0.032833450759332874
2976.66,0.030850849444452218
2979.06,0.029213282965887013
2981.47,0.02696967431341487
2983.87,0.024790597297585978
2986.27,0.022355459631496537
2988.67,0.020544710920024717
2991.06,0.018720500530132092
2993.45,0.017204258217558173
2995.84,0.015533982172598756
2998.23,0.01481381759193486
3000.61,0.014129562837728218
3002.99,0.013672493017787432
3005.37,0.012893446069482511
3007.74,0.012184014550328349
3010.11,0.011443078744603026
3012.48,0.010472069228670023
3014.84,0.010344372685172888
3017.21,0.010291515649443887
3019.56,0.009645777679114493
3021.92,0.009975480934184757
3024.27,0.010148427981573619
3026.63,0.011069945573565656
3028.97,0.011402672399414174
3031.32,0.011959962294899245
3033.66,0.013126163306985919
3036.0,0.013944219922361502
3038.33,0.014557189030875071
3040.67,0.015197547404740044
3043.0,0.015117228121837958
3045.33,0.015786733441641346
3047.65,0.017152307168584128
3049.97,0.020805497990687413
3052.29,0.025250886637791205
3054.6,0.02958969689670876
3056.92,0.031067868679639066
3059.23,0.030578856391596503
3061.53,0.030095191841081937
3063.84,0.029745636207609647
3066.14,0.027338856121594767
3068.44,0.023794169602830206
3070.73,0.019217474584935182
3073.03,0.014844580848662808
3075.31,0.011959169199022764
3077.6,0.009052963899255478
3079.89,0.007042052739246423
3082.17,0.005132464548144596
3084.44,0.004398068351158984
3086.72,0.0027689847218261157
3088.99,0.0024082260985082756
3091.26,0.0030900451633651097
3093.53,0.002791573844374818
3095.79,0.0031713413486840402
3098.05,0.0039711465156780194
3100.31,0.0046082643979093
3102.56,0.004441650300589798
3104.81,0.005334476202210139
3107.06,0.0058661014910898
3109.31,0.005754372289961764
3111.55,0.007110006713184014
3113.79,0.007513644278365585
3116.03,0.007940775682731572
3118.26,0.008397342442882762
3120.49,0.00829853673401488
3122.72,0.009648851654179705
3124.95,0.009646666071552202
3127.17,0.011619327678716962
3129.39,0.01095653485912598
3131.61,0.012504803957248158
3133.82,0.011890386338590695
3136.03,0.013294342792081845
3138.24,0.013108855593629131
3140.44,0.014268978615428918
3142.65,0.014179725047381336
3144.84,0.015112213316892824
3147.04,0.015771841785209687
3149.24,0.01634142316837182
